,Region,Residence Type,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,Approximated Social Grade
79,4,0,1,0,1,1,0,0,1,1,1,2,2,6,10,3,4
80,5,0,2,0,1,0,0,0,1,1,1,2,5,9,3,0,2
81,3,0,1,0,0,2,0,1,1,1,1,2,0,7,0,0,1
82,2,0,2,0,1,2,1,1,2,3,1,1,1,0,8,3,4
83,4,0,2,0,0,0,1,0,1,4,1,9,5,5,2,3,3
84,4,0,2,0,0,4,1,1,1,2,1,2,6,5,0,2,3
85,3,0,2,0,0,6,1,1,1,5,1,2,0,7,0,0,4
86,3,0,3,0,1,5,0,1,1,2,3,1,6,8,6,3,4
87,1,0,5,0,1,0,1,1,1,1,1,2,1,4,0,0,2
88,0,0,5,0,1,0,2,1,2,1,2,2,6,0,4,0,2
89,4,0,1,0,0,7,0,1,1,2,1,2,1,4,8,0,0
90,2,0,2,0,1,2,1,1,1,2,1,2,1,2,4,3,3
91,3,0,2,0,1,5,1,1,1,2,1,2,1,6,8,3,4
92,2,0,2,0,0,2,3,1,1,2,1,1,1,0,12,3,4
93,2,0,3,0,0,2,0,1,1,1,4,2,1,2,5,3,2
94,3,0,3,0,1,1,0,1,1,2,1,1,1,0,10,3,2
95,5,0,2,0,1,0,4,1,1,2,1,2,1,9,11,0,1
96,5,0,2,0,1,2,0,1,1,1,1,1,4,0,2,0,2
97,5,0,2,0,0,3,1,0,2,2,1,2,1,7,12,0,2
98,0,0,2,0,0,1,3,1,2,1,1,1,2,4,9,4,0
99,0,0,2,0,0,6,0,1,1,2,1,1,5,0,0,0,2
100,2,0,3,0,0,6,0,1,1,2,1,2,0,0,4,3,1
101,2,0,6,0,0,4,0,1,2,3,1,2,8,2,4,3,4
102,2,0,5,0,0,4,3,0,1,1,1,1,0,8,0,0,3
103,2,0,2,0,0,1,1,1,1,0,1,2,2,7,3,0,3
104,5,0,2,0,1,3,0,0,1,1,1,2,4,0,0,0,3
105,0,0,1,0,0,6,1,1,1,1,1,2,3,0,9,0,2
106,1,0,5,0,1,1,1,0,2,2,1,1,0,7,9,4,0
107,2,0,2,0,0,3,0,0,1,2,1,1,0,1,10,0,4
108,5,0,2,0,1,6,0,1,1,2,1,2,2,7,2,1,4
109,2,0,2,0,1,7,0,0,1,2,1,1,7,8,0,0,0
110,5,0,1,0,0,6,0,1,1,2,1,2,6,3,8,0,2
111,5,0,3,0,0,5,0,1,1,4,1,2,0,2,2,0,2
112,4,0,3,1,0,4,1,1,2,2,1,2,5,9,9,2,2
113,0,0,1,0,1,6,0,0,1,2,1,1,1,3,2,0,2
114,2,0,5,0,0,0,1,1,1,1,1,4,0,7,11,3,4
115,1,0,2,0,1,2,1,0,1,1,1,2,1,0,0,3,4
116,1,0,2,0,0,7,1,1,1,1,1,2,5,0,7,4,2
117,2,0,5,0,1,0,0,1,1,2,1,1,1,6,4,0,3
118,3,0,2,0,1,6,3,1,1,2,1,2,0,5,6,2,1
119,2,0,3,0,1,7,1,1,0,1,1,1,5,0,4,0,3
120,4,0,1,0,0,4,0,1,1,1,1,2,1,0,8,3,3
121,4,0,3,0,1,3,1,1,1,1,1,2,1,0,2,0,4
122,2,0,3,0,0,1,1,1,1,2,1,1,1,0,5,3,2
123,1,0,1,0,1,6,4,1,1,3,1,2,1,6,4,0,3
124,2,0,4,0,0,5,1,0,1,1,1,2,1,0,10,0,1
125,1,0,1,0,0,1,0,1,1,3,3,6,5,7,4,4,4
126,5,0,2,0,1,5,0,1,2,1,1,0,0,6,11,0,0
127,5,0,1,0,0,4,1,0,1,2,1,2,5,0,10,3,2
128,2,0,3,0,0,7,0,0,1,2,1,2,3,6,2,0,3
129,2,0,2,0,1,2,1,1,2,2,1,2,4,0,5,1,4
130,2,0,1,0,0,3,0,1,1,2,1,2,1,3,4,4,3
131,1,0,2,0,0,3,3,0,1,1,1,2,1,6,4,3,4
132,4,0,3,0,0,2,1,1,1,2,1,2,1,5,10,0,2
133,2,0,2,0,1,6,0,0,1,1,1,6,1,5,3,4,3
134,3,0,2,0,1,0,1,0,2,2,1,6,8,5,4,0,2
135,3,0,5,0,0,0,0,1,1,2,1,1,1,2,0,0,1
136,4,0,3,0,1,4,1,1,1,4,1,2,8,0,0,0,1
137,0,0,1,0,0,0,1,0,1,2,1,2,0,0,4,0,3
138,4,0,1,0,1,7,1,1,1,1,1,2,0,3,2,3,4
139,2,0,5,0,0,3,1,1,2,2,1,1,1,9,5,0,2
140,1,0,2,0,0,0,0,1,1,5,1,1,8,9,4,0,4
141,1,0,1,0,1,2,3,0,1,2,1,2,7,7,2,0,4
142,4,0,3,0,1,5,0,1,1,1,1,2,1,9,4,2,4
143,3,0,2,0,0,5,1,0,1,3,1,2,3,7,0,0,2
144,3,0,1,0,0,0,0,1,1,1,1,2,5,7,12,1,2
145,3,0,0,0,0,4,0,0,1,1,1,2,1,0,0,3,1
146,3,0,2,0,1,3,1,1,1,2,1,2,0,0,0,2,4
147,3,0,2,0,0,0,0,0,1,1,1,9,1,9,0,4,0
148,0,0,2,0,0,1,1,1,1,2,1,1,1,0,10,0,1
149,5,0,3,0,1,0,0,1,1,2,1,1,6,6,8,3,0
150,5,0,5,0,0,3,1,1,1,1,1,2,1,3,0,0,0
151,1,0,2,0,0,0,1,1,1,1,1,1,1,8,10,3,3
152,5,0,2,0,0,0,1,1,1,1,1,1,1,0,2,3,3
153,5,0,2,0,1,0,0,1,1,1,1,2,5,3,8,3,2
154,2,0,2,0,1,3,0,1,1,1,1,2,2,9,3,0,0
155,2,0,2,0,1,2,0,1,1,2,1,1,5,1,6,2,2
156,1,0,2,0,1,6,0,1,1,2,1,2,1,5,4,0,4
157,1,0,2,0,1,4,1,1,1,1,1,2,1,3,5,3,3
158,3,0,3,0,1,5,1,1,1,2,1,1,1,7,10,0,3
159,2,0,0,0,0,5,1,1,1,1,1,1,0,7,4,0,2
160,5,0,1,0,1,2,0,1,1,1,1,1,5,4,0,2,2
161,5,0,1,0,1,3,0,1,1,1,1,2,4,4,0,3,4
162,5,0,1,0,1,4,3,1,1,1,1,1,5,2,8,3,0
163,1,0,2,0,1,2,0,0,1,1,1,2,0,5,0,0,0
164,5,0,3,0,0,0,1,0,1,1,1,9,1,5,9,0,0
165,2,0,2,0,0,4,0,1,1,1,1,1,1,3,6,0,2
166,3,0,2,0,0,5,3,1,1,2,1,1,3,4,3,0,0
167,2,0,1,0,0,1,0,1,1,3,1,2,5,4,0,3,2
168,2,0,3,0,0,7,0,1,1,2,1,2,0,3,4,0,0
169,5,0,2,0,1,3,2,1,1,2,1,2,1,4,2,0,3
170,2,0,2,0,0,3,0,1,1,1,3,2,0,4,8,1,2
171,2,0,2,0,1,1,0,0,2,3,3,2,1,1,11,2,3
172,1,0,2,0,1,4,1,0,2,3,1,1,1,2,6,0,4
173,5,0,4,0,1,5,1,1,2,1,1,1,0,4,11,0,2
174,5,0,1,0,1,1,0,1,1,1,1,2,0,3,0,0,2
175,4,0,2,0,1,1,0,0,1,2,2,2,0,7,4,3,0
176,3,0,2,0,1,1,1,1,2,1,1,2,0,0,0,1,0
177,3,0,1,0,0,3,4,0,2,3,3,2,1,0,2,2,1
178,2,0,2,0,0,0,1,1,1,1,1,1,5,4,11,0,3
179,2,0,1,0,1,6,1,1,1,2,1,9,3,5,0,0,0
180,4,0,2,0,0,2,1,1,1,4,1,2,1,5,0,0,0
181,0,0,3,0,1,1,1,1,2,3,1,1,0,9,5,3,4
182,3,0,2,0,0,1,1,1,1,1,1,1,0,5,0,0,2
183,5,0,3,0,1,1,0,1,1,1,1,2,1,7,2,0,2
184,1,0,1,0,1,7,0,1,1,4,1,2,5,2,11,0,4
185,5,0,2,0,1,5,1,0,1,2,1,1,1,6,4,0,4
186,0,0,2,0,0,2,0,1,1,1,1,1,0,0,5,0,3
187,3,0,1,0,0,0,1,1,1,2,1,9,2,0,0,0,3
188,1,0,2,0,1,5,1,0,1,3,1,1,0,2,4,0,2
189,0,0,2,0,1,3,1,1,1,3,1,1,5,2,12,2,0
190,0,0,2,0,0,5,1,1,1,1,1,2,1,2,5,0,3
191,3,0,5,0,1,1,1,0,1,1,1,2,2,4,11,3,4
192,2,0,2,0,0,3,0,0,1,1,1,2,1,1,0,3,3
193,4,0,5,1,1,4,0,0,1,2,1,2,3,7,0,0,0
194,2,0,2,0,0,0,0,1,1,2,1,2,1,7,10,0,0
195,1,0,3,0,1,5,0,1,1,1,1,9,1,4,0,2,1
196,5,0,2,0,1,7,0,1,1,1,1,1,0,0,9,2,1
197,3,0,5,0,1,1,1,0,1,1,1,2,6,5,11,2,3
198,5,0,6,0,0,4,1,0,1,2,1,1,5,2,7,0,0
199,2,0,2,0,1,5,1,0,1,1,3,1,2,9,0,0,4
200,3,0,3,0,0,4,0,1,0,1,1,2,0,6,0,1,3
201,2,0,3,0,1,6,1,0,1,1,1,2,1,0,0,0,4
202,3,0,2,0,0,1,0,1,2,1,1,2,3,3,7,0,4
203,4,0,3,0,1,7,1,0,1,2,1,2,1,5,6,4,2
204,4,0,3,0,1,1,0,0,1,1,1,1,1,6,2,0,3
205,0,0,3,0,0,1,3,0,1,2,1,2,9,9,4,0,1
206,5,0,2,0,1,1,0,1,1,2,1,2,5,7,8,3,0
207,3,0,2,0,1,3,1,1,1,1,1,2,5,1,11,2,2
208,2,0,2,0,1,3,0,0,1,2,1,2,0,6,12,1,1
209,5,0,2,0,1,2,0,1,1,2,1,1,2,6,3,2,4
210,4,0,2,0,0,2,1,1,1,2,4,6,2,9,0,2,4
211,2,0,1,0,0,0,3,1,1,2,1,2,0,9,3,3,1
212,1,0,2,0,0,0,0,0,1,1,3,2,9,6,10,0,4
213,0,0,5,0,1,7,0,1,1,1,1,8,1,0,2,0,4
214,2,0,1,0,0,0,1,1,1,2,1,2,1,0,6,0,2
215,4,0,2,0,0,6,0,1,2,4,1,2,5,8,4,3,4
216,3,0,3,0,0,0,1,1,1,3,1,2,6,0,11,3,2
217,3,0,1,0,0,5,1,1,1,1,1,1,4,4,8,3,0
218,4,0,1,0,1,4,4,1,1,2,1,2,2,5,4,3,4
219,2,0,5,0,0,5,0,1,1,3,1,2,1,8,9,0,4
220,0,0,3,0,1,3,0,1,2,1,1,2,1,7,2,0,4
221,3,0,2,0,0,6,0,1,1,2,1,2,5,0,0,3,0
222,3,0,5,0,1,5,1,1,2,1,1,2,0,0,4,0,2
223,4,0,5,0,0,4,1,1,1,1,1,1,1,1,0,0,2
224,4,0,1,0,1,0,1,1,1,3,1,2,0,3,0,0,4
225,1,0,1,0,1,0,0,0,1,3,1,2,5,6,8,0,2
226,1,0,1,0,0,5,1,1,1,2,1,2,1,2,2,0,2
227,1,0,2,0,1,0,1,1,1,1,1,2,7,3,5,2,0
228,0,0,2,0,0,1,1,1,1,2,1,2,0,4,11,0,0
229,1,0,1,0,0,2,1,0,1,2,1,2,4,7,10,2,1
230,3,0,2,0,1,0,1,0,1,2,1,2,7,7,9,4,2
231,0,0,2,0,1,3,0,1,1,1,3,2,3,3,6,0,0
232,2,0,2,0,1,5,0,0,1,2,1,2,0,4,5,2,0
233,3,0,2,0,0,5,1,1,1,1,1,1,0,3,2,3,0
234,4,0,2,0,1,1,0,0,1,1,1,6,1,6,10,0,1
235,0,0,2,0,1,0,1,1,1,3,3,2,0,2,10,3,3
236,1,0,4,0,0,5,1,1,1,1,1,2,0,5,10,0,0
237,2,0,4,0,0,4,1,1,1,1,1,1,5,6,2,4,4
238,2,0,1,0,0,3,0,1,1,2,1,1,1,4,0,1,4
239,3,0,2,0,1,2,1,0,1,1,1,1,5,0,4,0,2
240,5,0,2,0,0,0,1,1,1,1,1,2,1,0,0,2,0
241,2,0,2,0,0,1,1,0,1,1,1,9,1,8,12,4,3
242,2,0,3,0,1,5,0,1,1,2,1,1,9,0,3,0,1
243,0,0,2,0,1,0,1,1,1,3,1,2,2,0,8,0,3
244,3,0,2,0,1,5,0,1,1,2,1,2,1,0,0,2,4
245,2,0,2,0,0,2,0,1,1,2,1,1,0,6,3,0,2
246,2,0,1,0,0,4,0,1,1,1,1,2,0,4,4,0,0
247,5,0,5,0,0,7,1,1,1,2,1,2,5,4,0,0,2
248,5,0,2,0,1,7,0,0,1,4,1,2,3,9,2,3,3
249,3,0,2,0,1,6,3,1,1,1,1,2,0,0,2,3,0
250,3,0,3,0,1,4,0,1,1,3,1,2,7,4,0,0,3
251,0,0,2,0,1,1,1,1,1,1,1,1,0,0,4,2,4
252,5,0,2,0,1,1,3,1,0,3,1,2,1,0,0,3,4
253,3,0,5,0,1,5,1,0,1,2,1,2,5,0,2,2,4
254,2,0,2,0,1,0,0,1,1,3,4,2,1,0,0,3,4
255,2,0,5,0,1,6,0,1,1,2,1,2,0,0,3,2,2
256,5,0,2,0,1,6,0,0,1,1,1,9,1,7,11,0,1
257,3,0,4,0,0,2,1,1,2,1,1,2,9,3,9,0,4
258,2,0,2,0,0,0,0,0,1,3,1,1,1,0,12,0,4
259,5,0,2,0,1,7,0,1,1,1,1,2,1,8,0,0,2
260,4,0,2,0,0,2,1,1,1,5,1,2,5,0,2,3,2
261,2,0,2,0,1,4,4,1,2,2,1,2,1,2,0,0,1
262,1,0,4,0,1,3,4,0,1,2,1,1,0,0,11,0,2
263,5,0,2,0,1,1,1,1,1,2,1,2,8,0,11,4,2
264,5,0,5,0,1,0,1,1,1,1,1,1,1,9,11,0,4
265,5,0,5,0,1,6,0,1,1,3,1,9,1,3,10,0,2
266,3,0,2,0,1,0,3,0,1,1,1,2,1,7,6,2,2
267,2,0,1,0,0,1,2,1,1,1,5,2,2,6,5,0,2
268,5,0,1,0,0,1,1,1,1,3,1,2,0,9,4,0,2
269,2,0,1,0,0,0,0,1,1,4,1,1,5,8,3,0,2
270,2,0,1,0,0,0,0,1,1,2,1,2,1,7,6,3,4
271,3,0,5,0,0,5,0,1,0,1,3,2,0,0,11,3,0
272,2,0,2,0,0,6,4,1,1,1,1,2,0,9,2,0,2
273,2,0,3,0,1,1,0,1,1,2,1,2,0,7,8,3,0
274,0,0,2,0,0,4,0,1,1,1,1,6,5,0,0,3,4
275,0,0,0,0,0,2,1,1,1,2,1,2,5,1,6,2,0
276,0,0,3,0,1,2,0,0,1,4,1,2,0,4,4,0,3
277,1,0,2,0,1,6,1,1,2,1,1,2,2,9,2,0,2
278,3,0,3,0,1,3,3,1,1,2,1,1,1,6,2,0,3
279,4,0,2,0,1,3,1,1,1,1,1,2,1,2,7,3,3
280,0,0,2,0,1,1,0,1,1,1,1,2,0,3,7,0,3
281,3,0,2,0,1,2,0,1,2,2,1,1,1,9,10,0,4
282,3,0,5,0,1,4,0,1,1,1,1,2,1,4,4,0,0
283,2,0,2,0,0,6,3,1,1,1,1,2,6,0,0,0,4
284,1,0,2,0,1,6,1,1,1,2,1,1,1,4,7,0,4
285,5,0,2,0,1,4,1,1,1,3,1,1,1,2,0,3,3
286,1,0,2,0,0,4,4,1,1,1,1,2,1,9,6,0,2
287,5,0,2,0,1,4,0,0,1,1,1,1,0,5,8,1,2
288,3,0,1,0,0,0,0,0,1,2,1,2,3,3,0,4,4
289,3,0,2,0,1,5,1,1,1,2,1,0,5,5,12,0,0
290,5,0,2,0,1,4,1,1,1,1,1,1,0,2,3,0,2
291,3,0,2,0,1,2,1,0,1,1,1,2,3,2,9,3,3
292,5,0,0,0,1,5,1,1,1,1,3,9,1,0,10,3,1
293,3,0,4,0,1,3,1,1,1,3,1,1,1,9,5,0,2
294,3,0,3,0,0,0,0,1,1,1,1,1,1,9,10,4,0
295,1,0,4,0,1,0,1,1,1,1,1,2,0,9,9,0,1
296,5,0,2,0,1,0,1,1,1,1,1,1,0,3,4,0,2
297,2,0,3,0,1,4,0,1,2,1,1,2,1,8,2,0,0
298,5,0,2,0,0,1,0,0,1,2,3,2,5,0,7,0,1
299,4,0,2,0,1,4,0,1,1,2,1,9,5,2,7,4,0
300,3,0,1,0,0,3,1,1,1,2,1,1,0,4,0,3,2
301,5,0,2,0,0,5,4,1,1,1,1,1,6,7,0,3,0
302,3,0,2,0,1,3,0,1,1,1,1,1,1,9,0,3,4
303,2,0,2,0,1,0,1,1,1,2,1,1,7,1,0,0,3
304,5,0,2,0,1,3,4,0,1,1,1,6,5,7,0,2,2
305,2,0,2,0,1,3,1,1,1,1,1,2,1,2,9,2,4
306,0,0,2,0,1,0,3,1,1,1,1,1,0,4,0,2,3
307,2,0,1,0,0,0,0,0,1,1,1,1,0,4,4,0,2
308,3,0,4,0,1,0,0,0,2,4,1,2,1,3,7,4,0
309,1,0,2,0,0,4,0,0,1,3,1,2,1,0,11,4,4
310,4,0,1,0,1,0,0,1,1,2,1,2,1,0,0,3,4
311,4,0,2,0,0,0,0,1,1,4,1,2,1,9,10,0,1
312,1,0,1,0,0,1,4,1,1,1,1,2,1,5,0,0,1
313,5,0,2,0,1,0,1,1,1,1,1,2,5,4,4,0,4
314,5,0,3,0,0,3,0,1,1,2,1,1,1,2,4,0,1
315,1,0,1,0,0,3,1,1,1,1,1,1,1,0,0,0,4
316,2,0,5,0,1,7,0,1,1,1,1,2,8,4,11,3,4
317,1,0,2,0,1,0,1,1,1,1,1,9,1,6,10,0,4
318,1,0,2,0,1,5,1,0,1,3,1,2,0,7,0,0,1
319,4,0,2,0,0,0,0,1,1,1,1,2,5,0,0,3,4
320,2,0,5,0,1,4,1,1,2,1,1,2,1,0,10,2,2
321,0,0,2,0,0,4,1,1,1,2,2,1,7,2,0,3,4
322,4,0,2,0,1,7,1,1,1,1,1,2,1,1,4,0,4
323,2,0,2,0,1,7,0,1,1,3,1,1,5,1,8,3,4
324,4,0,2,0,1,0,1,1,1,1,1,2,6,0,11,4,3
325,5,0,2,0,1,3,0,1,1,1,1,1,9,7,0,1,3
326,0,0,2,0,1,6,0,1,1,2,1,2,5,0,10,2,2
327,2,0,1,0,1,1,1,1,1,0,3,9,0,9,0,0,0
328,3,0,2,0,1,2,0,1,1,2,1,4,0,1,11,0,2
329,2,0,2,0,1,7,4,0,1,4,1,1,7,2,6,0,3
330,2,0,3,0,0,1,0,1,1,2,1,1,1,0,11,0,2
331,2,0,6,0,1,4,4,1,1,2,2,1,1,0,10,2,0
332,0,0,1,0,1,6,1,1,2,1,1,2,1,1,7,0,0
333,1,0,2,0,1,2,0,0,1,1,1,2,5,0,0,0,4
334,2,0,2,0,1,1,0,0,1,1,1,2,1,4,0,0,2
335,1,0,1,0,0,2,1,1,1,0,1,1,1,7,0,0,0
336,3,0,2,0,0,5,0,1,1,1,1,2,1,5,11,3,1
337,3,0,2,0,1,4,0,1,1,2,1,1,0,4,2,0,0
338,3,0,2,0,1,1,0,1,1,3,1,2,0,4,11,0,1
339,4,0,2,0,0,2,0,1,1,2,1,2,5,9,3,3,0
340,3,0,5,0,0,2,0,1,1,2,1,1,0,0,2,0,1
341,5,0,1,0,0,1,1,1,1,1,1,2,1,6,4,4,4
342,2,0,2,0,1,1,1,0,1,2,1,9,1,8,0,4,1
343,2,0,2,0,1,3,0,0,1,1,1,1,3,2,3,0,0
344,5,0,5,1,1,4,0,1,1,2,1,1,5,7,9,0,4
345,0,0,1,0,0,4,0,1,1,3,1,1,1,0,2,3,4
346,1,0,2,0,0,0,0,0,1,4,1,2,5,7,4,4,2
347,3,0,3,0,1,1,0,1,1,2,3,2,5,4,3,0,2
348,4,0,3,0,1,3,1,1,1,3,1,2,2,3,2,3,2
349,4,0,2,0,1,5,1,1,1,1,1,1,1,2,7,3,0
350,0,0,2,0,0,6,0,1,1,2,1,2,0,6,7,3,1
351,3,0,3,0,0,4,1,1,1,2,1,1,8,5,0,0,2
352,2,0,5,0,0,5,1,1,1,1,1,2,1,6,7,3,2
353,1,0,1,0,0,5,3,1,2,2,1,2,5,2,2,0,0
354,2,0,2,0,1,6,1,1,1,2,3,1,1,3,10,0,0
355,5,0,1,0,0,4,0,1,1,1,1,2,2,8,8,2,0
356,3,0,1,0,0,7,0,1,2,1,1,6,1,9,3,0,4
357,0,0,2,0,0,3,0,1,2,1,1,2,0,2,6,4,2
358,0,0,2,0,1,6,0,1,1,2,1,2,1,9,8,4,2
359,1,0,2,0,0,0,3,1,1,2,1,2,5,0,6,0,4
360,2,0,2,0,1,0,0,1,1,2,1,2,1,5,10,0,3
361,3,0,1,0,0,2,1,0,1,1,1,1,5,4,10,2,0
362,0,0,3,0,0,0,3,1,1,2,1,2,1,1,0,0,3
363,2,0,6,0,1,0,3,1,1,1,1,2,2,2,0,0,3
364,3,0,1,0,1,4,1,1,1,3,1,2,5,0,10,0,3
365,3,0,1,0,1,3,0,0,1,1,1,2,1,8,0,3,4
366,0,0,0,0,1,0,1,1,1,1,1,6,1,7,11,4,3
367,0,0,1,0,1,1,4,1,1,2,1,1,1,5,5,1,0
368,2,0,1,0,1,2,1,1,1,2,1,2,1,9,5,3,4
369,2,0,2,0,1,1,1,1,1,1,1,2,1,0,10,0,1
370,5,0,2,0,0,7,0,1,1,2,1,2,0,0,8,0,2
371,5,0,2,0,1,2,2,0,1,1,1,1,4,3,4,3,0
372,2,0,2,0,0,1,0,1,1,1,1,1,4,0,0,1,0
373,1,0,1,0,1,2,1,1,1,2,1,1,7,7,7,0,3
374,2,0,2,0,1,2,0,1,2,1,1,1,0,1,0,0,1
375,3,0,2,0,1,2,0,1,1,4,1,2,0,0,4,0,0
376,5,0,1,0,1,2,1,1,1,3,1,2,6,4,3,3,4
377,5,0,1,0,1,7,1,0,1,2,1,2,1,0,2,3,0
378,3,0,2,0,0,0,0,0,2,1,1,2,4,4,11,0,4
379,1,0,1,0,0,3,0,1,1,2,1,2,0,4,0,2,2
380,5,0,2,0,1,1,0,1,1,4,1,1,1,8,4,0,0
381,3,0,5,0,1,4,1,1,2,1,1,2,1,0,2,0,4
382,2,0,2,0,1,2,1,0,1,1,3,2,4,6,12,0,0
